Code UAI de l'établissement,Établissement,"Statut de l’établissement de la filière de formation (public, privé…)",Département de l’établissement,Région de l’établissement,Commune de l’établissement,Coordonnées GPS de la formation,Filière de formation,Filière de formation très agrégée,Filière de formation détaillée bis,Capacité de l’établissement par formation,Effectif total des candidats en phase principale,Rang du dernier appelé du groupe 1,f_ratio_candidats,f_ratio_admis,f_selectivity_candidats,b_ratio_candidats,b_ratio_admis,b_selectivity_candidats,gen_candidats_ratio,tech_candidats_ratio,prof_candidats_ratio,gen_admis_ratio,tech_admis_ratio,prof_admis_ratio,gen_selectivity_candidats,tech_selectivity_candidats,prof_selectivity_candidats,sans_mention_ratio,assez_bien_mention_ratio,bien_mention_ratio,tres_bien_mention_ratio,tres_bien_avec_felicitation_mention_ratio,meme_academie_ratio,meme_etablissement_ratio,last_call_rank_ratio,pressure_ratio,taux_acces_ratio,longitude,latitude,cluster
0290335G,Lycée La Croix Rouge,Privé sous contrat d'association,Finistère,Bretagne,Brest,"48.4099, -4.48779",CPGE - PTSI,CPGE,PTSI,0.1304347826086956,-0.5138422818791947,-0.4583050847457627,-0.6414289201565916,-0.1351351351351351,-0.3767407860312713,-0.8521059076588517,-0.3846153846153846,-0.3689940361709513,-0.4863732904762823,0.8304003295797685,0.0,0.0,0.0,0.0,-0.8643987722827396,0.0,0.0,2.25,0.5333333333333332,0.0,-0.4857142857142857,0.0,0.7894736842105264,3.686274509803922,0.1883820756269258,1.909326832865293,0.5300000000000001,0.1185410123615983,-2.0274231524404653,0
0760090K,Lycée Pierre Corneille,Public,Seine-Maritime,Normandie,Rouen,"49.4457, 1.10117",CPGE - MP2I,CPGE,MP2I,0.1304347826086956,0.0574664429530201,-0.2413559322033898,-1.0534069978282774,-0.7297297297297298,1.4974701366222538,0.3368825428041255,0.0,0.0860185625334504,-0.0651926135231222,1.1614630160421873,1.531420461413092,0.0,0.0,0.0,-0.2380499421683408,0.0,0.0,0.0,-0.4333333333333333,0.3106796116504854,0.5714285714285714,0.5,0.2894736842105265,-0.1568627450980391,-0.6402768080332554,0.0120835585848127,-0.5300000000000001,0.4057904698517035,-0.3736380449023941,0
0310041B,Lycée Saint-Sernin,Public,Haute-Garonne,Occitanie,Toulouse,"43.6087, 1.44085",CPGE - Lettres,CPGE,Lettres,4.304347826086956,0.5054530201342282,1.1471186440677963,1.2551695725002734,1.3783783783783785,-0.5556077602380904,0.2035024476263361,0.0769230769230768,-0.1650236010247741,0.0041412599438577,0.4628386454904956,0.0,0.0,0.0,0.0,-0.1349417206623189,0.0,0.0,0.0,-0.3666666666666666,0.1941747572815535,0.6285714285714287,0.5,-0.1052631578947366,-0.1568627450980391,0.1262798913718688,1.0695464183097234,0.01,-1.2129342679062949,-0.2730050149129039,0
0311323V,Lycée Joséphine Baker,Public,Haute-Garonne,Occitanie,Toulouse,"43.5847, 1.39421",CPGE - Ecole normale supérieure Paris Saclay – arts et design,CPGE,Ecole normale supérieure Paris Saclay – arts et design,-0.9130434782608696,-0.4240771812080537,-0.4664406779661016,1.4153525169934538,1.0540540540540542,-0.1863694485728833,0.8915272314917256,0.6153846153846154,-0.364127544997361,-0.3806459851326854,32.89986795769337,59.98900315650137,-0.24,0.14,0.1,-0.0626940402637389,-0.0339578454332553,-0.6311475409836066,2.375,-0.2999999999999999,0.0776699029126214,0.0285714285714285,0.0,-0.3421052631578947,-0.4705882352941176,-0.0230313351524793,0.1056132538332935,-0.4300000000000001,-1.2195899803795174,-0.2868225034865903,0
0330023W,Lycée Camille Jullian,Public,Gironde,Nouvelle Aquitaine,Bordeaux,"44.8446, -0.59018",CPGE - Lettres,CPGE,Lettres,2.217391304347826,0.4022651006711409,0.8813559322033898,1.2072732868762863,1.216216216216216,-0.4581203455283679,0.062758285128523,-0.1538461538461538,0.179295777891402,-0.2970979433116426,0.3728036075931745,1.1041198438701316,0.0,0.0,0.0,-0.582922439788851,0.0,0.0,0.125,0.0666666666666666,0.2718446601941748,0.1714285714285713,0.25,0.2368421052631581,-0.1568627450980391,0.1285063005314919,0.4811983507997094,0.25,-0.8701928076707108,-0.8747145736138999,0
0782562L,Lycée Hoche,Public,Yvelines,Ile-de-France,Versailles,"48.8058, 2.13676",CPGE - PCSI,CPGE,PCSI,2.217391304347826,2.351929530201342,0.3552542372881356,-0.4129232340987966,-0.027027027027027,-0.2881835423988265,-0.3445963179330064,-0.5384615384615385,1.4867751987167013,0.5217507895030866,-0.3996142439182284,0.0,0.0,0.0,0.0,0.634808984998716,0.0,0.0,0.0,-0.6333333333333332,-1.4368932038834952,1.2285714285714289,5.0,0.2631578947368423,1.4901960784313726,-1.1379383682658697,-0.4556044442665548,-0.97,0.2283325360344434,-0.0668358795502501,1
0920149M,Lycée Michelet,Public,Hauts-de-Seine,Ile-de-France,Vanves,"48.825, 2.28713",CPGE - PCSI,CPGE,PCSI,1.8695652173913044,1.609479865771812,0.7430508474576272,-0.4881860071051572,-0.3513513513513513,0.5034820078082345,-0.3584931600516624,-0.6153846153846154,2.487209487748301,0.5197555847311999,-0.2951520027030283,0.0,0.0,0.0,0.0,0.6318418636584155,0.0,0.0,0.0,-0.6333333333333332,-0.8155339805825241,1.3714285714285714,2.25,-0.3157894736842105,0.2352941176470588,-0.7837057896309196,-0.3396686462964687,-0.8300000000000002,0.233657106013022,-0.0222875142666901,0
0951104J,Lycée Jean Perrin,Public,Val-d'oise,Ile-de-France,Saint-Ouen-l'Aumône,"49.0578, 2.12998",CPGE - TSI,CPGE,TSI,-0.391304347826087,-0.5683724832214765,-0.4935593220338983,-1.5793779507826802,-0.8378378378378378,0.2093993857706781,2.4829699332925483,0.6923076923076924,0.3345574833106877,-1.7529821709252271,205.6348216807451,0.0,-1.0,1.0,0.0,0.0,-0.1645569620253164,0.0,2.875,0.5999999999999999,-0.58252427184466,-0.2571428571428572,0.0,0.631578947368421,2.431372549019608,0.5416377376086666,1.6260971780022957,0.1499999999999999,0.2982175170032652,-0.0688445110367336,0
0132828D,Lycée CADENELLE,Privé sous contrat d'association,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Marseille 12e  Arrondissement,"43.3027, 5.45997",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608696,-0.5725671140939598,-0.4745762711864407,0.520865295542509,0.7567567567567568,-0.4859818919231186,0.3084612756038712,0.8461538461538461,-0.7932551590679289,-0.2487854248182137,1.9151068637505904,0.0,-0.1099999999999999,0.11,0.0,-0.2346010792001522,-0.9123063431745104,0.0,7.000000000000001,0.4666666666666666,-1.1650485436893203,-0.6571428571428573,0.0,0.7894736842105264,-0.4705882352941176,0.8303465191257776,0.7629508345794956,0.65,-1.2977946019398643,0.917692769741359,0
0800010B,Lycée Madeleine Michelis,Public,Somme,Hauts-de-France,Amiens,"49.8892, 2.30387",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.9130434782608696,-0.5213926174496645,-0.6454237288135594,0.2056648351931441,-0.5135135135135135,3.030536036602244,-0.7741962821146113,-0.8461538461538461,0.4402809852686186,-0.932271314715962,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.527505417756661,0.0,0.0,8.375,0.4666666666666666,-1.5922330097087378,-0.6571428571428573,0.0,0.7894736842105264,2.117647058823529,-0.2722223227377779,0.4657692371119519,0.5900000000000002,0.5287824899297691,-0.0173281498000629,0
0250010A,Lycée Louis Pergaud,Public,Doubs,Bourgogne-Franche-Comté,Besançon,"47.265, 6.04372",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,-0.217391304347826,-0.4257550335570469,-0.5369491525423729,-0.1522224134077091,-0.1081081081081082,0.2464162504470876,-0.93538252691251,-0.2307692307692307,-0.7884828024049897,-0.8512134523743061,0.5506195039014815,0.0,0.0,0.0,0.0,-1.406962144934778,0.0,0.0,1.0,0.9666666666666665,0.1165048543689321,-0.6571428571428573,0.0,0.5789473684210529,0.7843137254901961,-0.3764177652276252,0.8835236017096182,0.5300000000000001,-0.1989642047463544,1.090633570660945,0
0442765S,Lycée polyvalent Nelson Mandela,Public,Loire-Atlantique,Pays-de-la-Loire,Nantes,"47.2091, -1.53148",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,0.0869565217391304,0.1145134228187919,-0.4013559322033898,0.0503648356683752,0.4324324324324325,-0.5036452811866907,-0.3417739942232496,-0.3846153846153846,0.4464403928310643,0.480368167874322,-0.2462712731360248,1.4392641858590298,0.0,0.0,0.0,0.5732678031198377,0.0,0.0,0.0,-0.5666666666666667,0.0,0.8571428571428573,1.0,0.4736842105263159,0.0,-0.9113362941293426,-0.0725743859865688,-0.8300000000000002,-0.2144664683818999,-1.1535825409040177,0
0783351U,Lycée Notre Dame du Grandchamp,Privé sous contrat d'association,Yvelines,Ile-de-France,Versailles,"48.7934, 2.12398",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-1.0,1.2571308724832215,-0.0759322033898305,0.237407425709285,0.5405405405405405,-0.4721104501062593,-0.8920430357017081,-0.8461538461538461,0.4402809852686186,0.598492754168735,-0.3655905255953016,0.0,0.0,0.0,0.0,0.7489339732026623,0.0,0.0,0.0,-0.6333333333333332,-1.3980582524271843,1.4285714285714286,5.75,-1.4736842105263157,-0.4705882352941176,-1.0416389726519926,-0.8420413214195155,-1.0100000000000002,0.2248937512566112,-0.0706220610247723,1
0312408Z,Lycée Saliège,Privé sous contrat d'association,Haute-Garonne,Occitanie,Balma,"43.6045, 1.49452",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608696,-0.2420302013422818,0.5261016949152543,0.1093068183759541,0.2972972972972972,-0.2660158232719207,-0.2004310752959031,-0.8461538461538461,0.4402809852686186,0.2237086572213437,-0.4645852064168748,0.0,0.0,0.0,0.0,0.1915827139600965,0.0,0.0,0.375,0.7999999999999998,0.3495145631067962,-0.5714285714285715,0.0,0.1842105263157896,-0.4705882352941176,1.6554257057214683,-0.2498921459488832,0.5900000000000002,-1.2140990175891089,-0.2571048302698988,0
0280007F,Lycée Marceau,Public,Eure-et-Loir,Centre,Chartres,"48.443, 1.49261",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,-0.0272651006711409,0.0379661016949152,-0.1358419380000498,-0.027027027027027,0.0656844456349985,-0.564558566654188,-0.8461538461538461,0.4402809852686186,-0.7025405963805901,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.185866841857076,0.0,0.0,0.375,0.3999999999999999,0.4271844660194176,-0.2571428571428572,0.0,-1.026315789473684,0.627450980392157,-0.0938499245265708,0.1236410839195444,0.47,0.1277203491475837,-0.2576706836827578,0
0930830X,Lycée Albert Schweitzer,Public,Seine-Saint-Denis,Ile-de-France,Le Raincy,"48.8988, 2.51123",CPGE - MPSI,CPGE,MPSI,1.0869565217391304,0.373741610738255,0.3227118644067797,-0.6086467904975532,-0.3243243243243243,0.182838218146993,3.115202885804892,1.153846153846154,0.1102263636312826,0.202693663641535,0.0497193341127162,0.0,0.0,0.0,0.0,0.1603307658916464,0.0,0.0,0.0,-0.0333333333333333,0.1165048543689321,0.3428571428571428,0.75,0.7105263157894737,0.9411764705882352,-0.3516729729801687,0.0930387344679055,-0.5500000000000002,0.2541234218681768,0.0441039777865502,0
7200009X,Lycée Giocante De Casabianca,Public,Haute-Corse,Corse,Bastia,"42.7033, 9.44467",CPGE - Lettres,CPGE,Lettres,-0.4782608695652174,-0.0910234899328859,-0.7972881355932203,0.1923565111549902,1.4054054054054057,-1.1416673741303365,-1.1848224367005358,0.8461538461538461,-1.443994726373229,-1.5415447978001282,0.092917041283375,1.8377045536957104,0.0,0.0,0.0,-2.433571992581822,0.0,0.0,1.375,-0.2666666666666666,0.1165048543689321,-0.3428571428571429,5.5,0.5000000000000001,1.2549019607843137,-1.3483832827326576,-0.1471344342567869,0.47,-1.464021020958563,1.5968975827542102,1
0720896H,Lycée Militaire Prytanee National,Public,Sarthe,Pays-de-la-Loire,La Flèche,"47.7006, -0.07655",CPGE - Option lettres et sciences humaines (St Cyr),CPGE,Option lettres et sciences humaines (St Cyr),-0.5652173913043478,-0.4039429530201342,-0.5423728813559322,-0.6166739665742642,-0.1891891891891892,-0.2185040595266985,-0.1635644652276729,0.7692307692307692,-0.9680579298103056,0.3003979204889697,0.4990661397056273,0.0,0.0,0.0,0.0,0.305629328532955,0.0,0.0,0.0,-0.2999999999999999,0.5436893203883497,0.3142857142857143,0.0,-1.6578947368421049,-0.4705882352941176,-0.3894033295332855,0.4184211444826455,-0.5500000000000002,-0.0781630233573911,-0.7225474068878581,0
0690028F,Lycée De Saint Just,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.757, 4.8213",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,0.1304347826086956,1.0566275167785235,0.8298305084745763,0.6246688640917065,0.8918918918918918,-0.5425320888394869,-0.8017159318343052,-0.6923076923076923,2.430081289040319,-0.6557868318651708,-0.2455929786251655,0.7218679671640941,0.0,0.0,0.0,-1.1163380925338169,0.0,0.0,0.0,-0.3333333333333333,0.3883495145631069,0.4857142857142857,0.0,-0.894736842105263,-0.4705882352941176,-0.4139061465712301,-0.5490308946607718,-0.1299999999999999,-0.6171648051470852,0.7284814612645932,0
0020049T,Lycée Pierre de La Ramee,Public,Aisne,Hauts-de-France,Saint-Quentin,"49.851, 3.30076",CPGE - PCSI,CPGE,PCSI,-0.9130434782608696,0.0415268456375838,-0.4257627118644068,-0.1258905510818819,-0.0540540540540541,0.1428864109245211,-0.6918481147008475,1.3846153846153846,-1.3302066806361783,-1.2478082786084983,0.0084632012674214,0.0,0.0,0.0,0.0,-1.996748711683744,0.0,0.0,3.625,0.5333333333333332,-0.8932038834951456,-0.1428571428571429,0.0,0.4736842105263159,0.9411764705882352,-0.7985808725506282,-0.5089750053966451,0.2900000000000001,0.5181888142432254,0.2780088181292325,0
0140013N,Lycée Malherbe,Public,Calvados,Normandie,Caen,"49.1743, -0.37316",CPGE - BCPST,CPGE,BCPST,2.217391304347826,0.8745805369127517,1.412881355932203,0.7794412616633348,0.8918918918918918,-0.4382094228970526,-0.6575614399442553,0.1538461538461538,-0.9140886823251464,-0.4941020118183826,0.1412466811257591,1.5976115226136578,0.0,0.0,0.0,-0.875892356475452,0.0,0.0,0.125,-0.1333333333333333,0.7378640776699029,0.0,0.25,0.3421052631578947,-0.1568627450980391,0.0533101770130051,0.0579616966662167,0.1699999999999999,0.3305254546336937,-0.8104205905465449,0
0630021F,Lycée La Fayette,Public,Puy-de-dôme,Auvergne-Rhône-Alpes,Clermont-Ferrand,"45.7626, 3.13152",CPGE - MP2I,CPGE,MP2I,-0.9130434782608696,-0.2713926174496644,-0.1383050847457627,-1.0562792655365258,-0.3783783783783784,-0.4868664931912075,0.4605436466621703,0.4615384615384616,-0.4561642746385007,0.0035840496778869,0.2718170162916641,0.0,0.0,0.0,0.0,-0.1357703626616226,0.0,0.0,0.0,0.0999999999999999,0.9320388349514565,-0.2857142857142857,0.0,-0.2368421052631578,-0.4705882352941176,0.3024840808286945,-0.2081283917135191,-0.0900000000000001,-0.6156118055700014,0.2278700581332908,0
0311323V,Lycée Joséphine Baker,Public,Haute-Garonne,Occitanie,Toulouse,"43.5847, 1.39421",CPGE - Lettres,CPGE,Lettres,-0.9130434782608696,0.2839765100671141,0.311864406779661,0.7280962670364904,1.189189189189189,-0.7160135572724114,-0.4260761897259852,-0.5384615384615385,1.2914861398274342,-0.8823632221086418,0.2762398524640878,0.0,0.0,0.0,0.0,-1.4532857844060252,0.0,0.0,0.0,0.8999999999999999,0.0388349514563107,-0.3142857142857143,0.0,0.0263157894736842,-0.4705882352941176,-0.1206575062032416,-0.6262228091134926,0.3500000000000001,-1.2195899803795174,-0.2868225034865903,0
0130053M,Lycée Jean Perrin,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Marseille 10e  Arrondissement,"43.2746, 5.42654",CPGE - PTSI,CPGE,PTSI,2.217391304347826,0.2562919463087248,0.8271186440677966,-0.8735175034894842,-0.5675675675675677,0.7140439661504037,0.3763358724832084,0.0769230769230768,-0.0269425586676115,-0.1456777689264812,1.6244388048848697,7.512094826885468,0.0,0.0,0.0,-0.3577415274831055,0.0,0.0,0.25,0.0333333333333333,0.7378640776699029,-0.2285714285714286,0.25,0.4473684210526317,-0.0784313725490195,0.2949965999841199,0.686216707644704,-0.01,-1.3055873319605944,0.9077888537246708,0
0131596P,Lycée Militaire d'Aix-en-Provence,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Aix-en-Provence,"43.527, 5.45958",CPGE - MPSI,CPGE,MPSI,0.6521739130434783,0.3846476510067114,-0.0677966101694915,-1.022759567372223,-0.1891891891891892,-0.8343687070137439,0.1175639440338786,-0.3076923076923076,0.7763722949658549,0.4293626058130463,0.5548145646879209,3.3602655578940164,0.0,0.0,0.0,0.497416094163208,0.0,0.0,0.0,-0.4999999999999999,0.3106796116504854,0.6857142857142856,0.0,-1.1842105263157894,-0.0784313725490195,-0.7470634095073079,-0.0789294814003991,-0.8100000000000002,-1.2355914224505515,0.9175772289921365,0
0180005H,Lycée Alain-Fournier,Public,Cher,Centre,Bourges,"47.1007, 2.41248",CPGE - MPSI,CPGE,MPSI,0.1304347826086956,0.1925335570469798,-0.1247457627118644,-0.2086371799314763,-0.5405405405405406,2.25327062749504,-0.6373302011915977,-0.6153846153846154,1.5961293203495732,-0.98998278947802,0.1405531695619327,1.3298189125271496,0.0,0.0,0.0,-1.6133296653524536,0.0,0.0,0.375,0.4333333333333333,0.2718446601941748,-0.2,0.0,-0.8157894736842104,-0.2352941176470588,-0.6193003922521253,-0.12764986658552,0.3500000000000001,-0.2445281030526147,0.0148484675667488,0
9760182U,Lycée de Sada,Public,Mayotte,Mayotte,Sada,"-12.8503, 45.105",CPGE - ECG -  - Mathématiques appliquées + HGG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,-0.777265100671141,-0.9410169491525424,3.404517704312241,0.8378378378378377,1.4351674607124023,6.474330051362673,2.769230769230769,0.009942015049098,-0.3932970210859966,21.627481474839293,267.0157288093693,0.0,0.0,0.0,-0.7259826111574241,0.0,0.0,8.125,0.1666666666666666,-1.5922330097087378,-0.3142857142857143,0.0,0.7894736842105264,0.9411764705882352,-1.0337083074633542,7.363043626097478,-0.0900000000000001,-8.795968024848003,1.5968975827542102,0
0310047H,Lycée Ozenne,Public,Haute-Garonne,Occitanie,Toulouse,"43.6099, 1.44234",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608696,-0.0012583892617449,0.8216949152542373,0.0613282325734604,0.4864864864864863,-0.5576159002341222,-0.0935819423934394,0.2307692307692308,-0.5802842396007731,0.2996222990900823,0.2814674486457074,1.639484405262806,0.0,0.0,0.0,0.3044758816100829,0.0,0.0,0.0,0.2666666666666666,1.0485436893203886,-0.5142857142857143,0.0,0.4210526315789474,0.2352941176470588,1.1731266924235275,-0.4811926154741757,-0.37,-1.212601482282632,-0.2725635899992076,0
0810005R,Lycée BELLEVUE,Public,Tarn,Occitanie,Albi,"43.9216, 2.15759",CPGE - ECG -  - Mathématiques appliquées + HGG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,-0.2772651006711409,-0.3796610169491525,0.2152895669705937,0.7567567567567568,-0.7073228146915699,-0.6997535712844069,0.7692307692307692,-1.2128437508604422,-0.9508394336347236,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.5551185543476465,0.0,0.0,3.625,0.5666666666666665,-0.7766990291262135,-0.2571428571428572,0.0,-0.7105263157894736,-0.4705882352941176,-0.2364641906985517,-0.1992465073286227,0.67,-1.126160416536674,-0.0606648185084431,0
0782562L,Lycée Hoche,Public,Yvelines,Ile-de-France,Versailles,"48.8058, 2.13676",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608696,1.0432046979865772,-0.0271186440677966,0.1037275977558662,-0.027027027027027,0.3716451539389284,-0.3477707434149492,-0.1538461538461538,-0.2580137392624651,0.5330479341440315,-0.4645852064168748,0.0,0.0,0.0,0.0,0.6516092650606523,0.0,0.0,0.0,-0.6333333333333332,-0.932038834951456,1.2000000000000002,4.25,-0.5789473684210525,0.2352941176470588,-0.9490007861380232,-0.797410990030205,-0.91,0.2283325360344434,-0.0668358795502501,1
0750657G,Lycée Montaigne,Public,Paris,Ile-de-France,Paris  6e  Arrondissement,"48.8443, 2.33488",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,2.359479865771812,1.9986440677966104,0.327026221873526,1.0,-0.8255067114244123,0.2302789416150531,0.0769230769230768,-0.1436311753195369,0.4607376529960332,-0.2701332269575785,0.4273170073622448,0.0,0.0,0.0,0.5440747496362212,0.0,0.0,0.0,-0.4999999999999999,0.5825242718446605,0.4857142857142857,0.0,-1.3157894736842104,-0.4705882352941176,-0.3972497082080878,-0.9012794236471704,-0.7500000000000001,0.2390094081269011,-0.0081411789452166,0
0680032R,Lycée Michel De Montaigne,Public,Haut-Rhin,Grand-Est,Mulhouse,"47.7491, 7.34351",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.6521739130434783,-0.4375,-0.2847457627118644,0.1227453239647083,0.1621621621621621,-0.0246536242216172,0.0548954340684235,1.307692307692308,-1.0631830493466603,-0.464535678444156,0.0580731508021093,0.0,0.0,0.0,0.0,-0.8319234867407689,0.0,0.0,3.5000000000000004,0.6666666666666666,-0.3106796116504853,-0.6571428571428573,0.0,0.3421052631578947,0.392156862745098,0.5683268510259398,0.4432989558641454,0.7100000000000001,-0.0647129377344243,1.4757071871530534,0
0171463Y,La Rochelle Université,Public,Charente-Maritime,Nouvelle Aquitaine,La Rochelle,"46.1476, -1.15511",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,0.1304347826086956,-0.1103187919463087,0.2738983050847458,0.135303164945522,-0.1351351351351351,0.7319488587560159,-0.3132877763293286,0.2307692307692308,-0.7307373325730064,-0.3191184244621722,-0.1783964075684287,0.0,0.0,0.0,0.0,-0.6156696747925221,0.0,0.0,2.0,0.7999999999999998,-0.233009708737864,-0.5142857142857143,0.0,-1.0,-0.4705882352941176,0.4985906634734024,0.2583604229956399,0.5700000000000002,-0.5088430846454118,-1.0420797927376717,0
3500005D,Lycée français Descartes,Public,Etranger,,Rabat,"33.99102, -6.84593",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-1.0869565217391304,-0.7160234899328859,-0.7972881355932203,0.201844798792984,-1.0540540540540542,-0.113501572252775,-0.2522874059413258,-0.8461538461538461,0.4402809852686186,0.0232706107276825,3.0596254308311326,11.616918071576457,0.0,0.0,0.0,-0.1064939614465532,0.0,0.0,0.0,1.0333333333333332,0.3495145631067962,-0.6571428571428573,0.0,0.7894736842105264,3.450980392156863,0.3699595768487582,2.3055808364221426,0.07,-3.880122298716699,-2.0274231524404653,0
0250011B,Lycée Jules Haag,Public,Doubs,Bourgogne-Franche-Comté,Besançon,"47.2389, 6.01261",CPGE - PTSI,CPGE,PTSI,-0.4347826086956521,-0.4081375838926174,-0.2359322033898305,-0.8795522296107958,-0.3513513513513513,-0.22703049857549,0.0229500413305328,0.3076923076923076,-0.5769688636983975,-0.2329673898985997,1.4817244157319265,0.0,0.0,0.0,0.0,-0.4875522119915404,0.0,0.0,0.625,0.8666666666666666,0.1553398058252428,-0.5142857142857143,0.0,0.6578947368421053,1.0980392156862746,0.5258876520100405,0.5718588489993132,0.43,-0.2062022920609841,1.0814169739729644,0
0690023A,Lycée Ampère,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 2e  Arrondissement,"45.7651, 4.83734","CPGE - ECT - Option technologique - (en 3 ans, destinée aux bacs professionnels)",CPGE,ECT - Option technologique,-0.9130434782608696,-0.7470637583892618,-0.8650847457627119,-0.194494935462633,-0.1891891891891892,0.4217676951503364,9.13169460279685,3.615384615384615,0.1347995274435723,-1.7529821709252271,-0.4645852064168748,1563.2085871072784,-1.0,0.0,1.0,0.0,0.0,-0.0388349514563106,0.625,0.2333333333333333,-0.1553398058252426,-0.0571428571428572,0.0,0.368421052631579,-0.4705882352941176,-0.0972573764950724,4.4227826483068,-0.07,-0.6149185021873735,0.7332334448992835,0
0290338K,Lycée Sainte Anne,Privé sous contrat d'association,Finistère,Bretagne,Brest,"48.3968, -4.49057",CPGE - PCSI,CPGE,PCSI,-0.9130434782608696,-0.5079697986577181,-0.2440677966101695,-0.0715115641511774,0.2162162162162161,-0.3223944344734015,-0.8104112120631938,-0.8461538461538461,0.4402809852686186,-0.0079139843977945,0.171225991024776,0.0,0.0,0.0,0.0,-0.1528693906702591,0.0,0.0,0.0,0.3333333333333332,0.8932038834951458,-0.4571428571428572,0.0,-0.1578947368421051,0.0784313725490196,1.261620980983668,0.4032892798279188,0.67,0.1149081026366332,-2.0274231524404653,0
0350710G,Lycée Francois René De Chateaubriand,Public,Ille-et-Vilaine,Bretagne,Rennes,"48.1241, -1.65012",CPGE - BCPST,CPGE,BCPST,4.304347826086956,1.132969798657718,2.5084745762711864,0.9454398334376044,0.7297297297297298,-0.1461817488817737,-0.3144088122776511,0.0,-0.4816177829290805,-0.1059583366213093,0.903602370330432,0.693843229531017,0.0,0.0,0.0,-0.2986737180643005,0.0,0.0,0.25,-0.0666666666666666,0.3495145631067962,0.1999999999999999,0.25,-0.1842105263157893,-0.392156862745098,0.4693888170041539,0.3933735186889851,0.03,0.0392825696596561,-1.188730629334167,0
0510034K,Lycée Franklin Roosevelt,Public,Marne,Grand-Est,Reims,"49.2624, 4.02686",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.3301174496644295,0.6671186440677966,-0.2567819060108678,-0.3243243243243243,0.8152935030619834,-0.6160294685579923,-0.1538461538461538,-0.5437720788878777,-0.6878923791612205,-0.1088609892469245,0.0,0.0,0.0,0.0,-1.1640830938822513,0.0,0.0,0.375,0.0999999999999999,0.1553398058252428,0.1142857142857143,0.75,-0.4473684210526313,0.627450980392157,-0.0019180247651765,0.5761001926836304,0.5100000000000001,0.3549574658374761,0.4931219925150331,0
0510034K,Lycée Franklin Roosevelt,Public,Marne,Grand-Est,Reims,"49.2624, 4.02686",CPGE - PTSI,CPGE,PTSI,0.1304347826086956,-0.2781040268456375,-0.3010169491525423,-0.5395150476400544,-0.9729729729729728,21.22659822992949,-0.3693166476093942,1.076923076923077,-1.1557126957232002,-0.9161546362707648,-0.0919345348045477,0.0,0.0,0.0,0.0,-1.5035378825826724,0.0,0.0,3.125,1.0333333333333332,-0.7766990291262135,-0.5428571428571429,0.0,-0.3157894736842105,0.8627450980392157,-0.2029652143700962,0.6534450604643689,0.6100000000000002,0.3549574658374761,0.4931219925150331,0
0560051B,Lycée Alain René Lesage,Public,Morbihan,Bretagne,Vannes,"47.6474, -2.7707",CPGE - MPSI,CPGE,MPSI,0.1304347826086956,0.3561241610738255,0.8027118644067797,-0.7156722040276603,-0.5945945945945946,1.3424113567107587,-0.1164662409081101,-0.3846153846153846,0.8064486430253603,0.1222668940381152,-0.2906114796133766,2.293890733456564,0.0,0.0,0.0,0.0407260076311327,0.0,0.0,0.0,-0.3666666666666666,1.1650485436893203,-0.0571428571428572,0.0,0.0789473684210527,0.3137254901960785,0.2510735231658686,-0.2544025977462145,-0.1299999999999999,-0.0929165193396994,-1.5207117902668772,0
